equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-3401,Blood Analyzer,38.2,27.1,375,2757,1.06,0.82,1.64,0.97,117.6,Critical,0.7,Overheating,High,13706,2987
EQ-9222,CT Scanner,30.1,72.8,724,2625,0.69,0.16,3.27,0.81,120.0,Critical,0.95,Calibration Drift,High,13360,3094
EQ-9907,CT Scanner,33.3,32.4,323,3101,0.23,0.58,5.42,0.42,106.8,Critical,0.85,Overheating,High,9227,3239
EQ-7389,MRI Scanner,26.7,72.3,232,1687,0.99,0.43,4.88,0.25,106.2,Moderate,0.3,Calibration Drift,Medium,6621,2570
EQ-8993,Blood Analyzer,31.5,66.2,588,3239,0.6,0.94,5.58,1.09,98.8,Critical,0.7,Overheating,High,14208,3692
EQ-6564,CT Scanner,39.7,45.6,193,4760,0.87,0.14,0.85,1.28,126.8,Critical,0.7,Overheating,High,11216,4952
EQ-8736,MRI Scanner,25.7,70.3,695,3708,0.7,0.36,1.59,0.08,110.3,Critical,0.6,Calibration Drift,High,13896,4128
EQ-7718,CT Scanner,27.1,45.4,518,3050,0.28,0.6,4.13,0.47,90.7,Moderate,0.35,Calibration Drift,Medium,4160,3713
EQ-5640,MRI Scanner,32.8,36.7,230,1006,0.4,0.31,3.0,0.84,81.5,Moderate,0.4,Calibration Drift,Medium,5073,1855
EQ-7632,CT Scanner,26.4,31.9,553,1120,0.74,0.44,2.14,0.69,129.3,Moderate,0.45,Pressure Leak,Medium,7194,2260
EQ-3083,Ventilator,36.0,78.4,593,4277,0.42,0.75,3.23,0.68,126.7,Critical,1.0,Pressure Leak,High,11448,4601
EQ-8484,Blood Analyzer,36.7,45.9,414,375,0.43,0.32,4.76,0.98,104.0,Critical,0.7,Overheating,High,12920,721
EQ-8321,Blood Analyzer,31.4,69.3,701,261,0.78,0.15,1.5,0.27,101.7,Critical,0.6,Calibration Drift,High,14517,390
EQ-1697,Blood Analyzer,18.2,76.7,699,4873,0.95,0.28,1.67,0.04,122.6,Critical,0.7,Pressure Leak,High,9100,5257
EQ-9624,X-ray Machine,33.4,30.6,724,4182,0.91,0.68,5.84,0.36,113.8,Moderate,0.5,Overheating,Medium,4097,5143
EQ-5512,X-ray Machine,36.7,43.5,509,4808,0.56,0.56,5.99,0.49,86.2,Critical,0.85,Overheating,High,13444,5278
EQ-6784,X-ray Machine,26.3,67.9,622,3125,0.9,0.79,1.84,0.95,100.0,Moderate,0.35,Component Wear,Medium,7877,3951
EQ-8283,X-ray Machine,34.7,39.3,537,692,0.25,0.17,5.92,0.18,117.4,Moderate,0.5,Overheating,Medium,5305,1513
EQ-7351,Blood Analyzer,34.3,57.2,94,4196,0.25,0.2,3.85,0.1,95.0,Moderate,0.4,Calibration Drift,Medium,4705,5187
EQ-8310,Blood Analyzer,22.4,63.2,413,512,0.5,0.89,3.83,1.0,122.5,Moderate,0.45,Pressure Leak,Medium,7045,1274
EQ-9845,MRI Scanner,30.4,40.6,167,2666,0.5,-0.0,3.77,0.96,102.8,Good,0.05,Calibration Drift,Low,1624,3747
EQ-3631,Ventilator,39.3,49.6,38,3975,0.48,0.8,2.65,0.23,84.7,Moderate,0.4,Overheating,Medium,5282,4715
EQ-2676,Blood Analyzer,36.5,75.9,31,100,0.68,0.86,1.4,1.16,92.7,Critical,1.0,Overheating,High,8814,425
EQ-6202,X-ray Machine,19.1,76.4,187,705,0.6,0.18,5.21,1.34,99.9,Critical,0.65,Overheating,High,11694,805
EQ-1098,CT Scanner,28.9,60.1,600,3972,0.79,0.54,0.16,0.78,109.9,Critical,0.95,Calibration Drift,High,11115,4249
EQ-4190,CT Scanner,18.5,67.3,195,3340,0.1,0.91,4.81,1.14,126.9,Critical,0.6,Pressure Leak,High,10289,3644
EQ-1661,X-ray Machine,35.4,22.7,299,2659,0.63,0.55,1.71,0.74,101.5,Moderate,0.4,Component Wear,Medium,7617,3364
EQ-5120,Ventilator,38.9,69.9,127,3050,0.73,0.33,5.17,1.05,94.9,Critical,1.0,Overheating,High,9669,3156
EQ-5249,MRI Scanner,18.3,29.8,625,1075,0.52,0.07,1.0,0.95,126.9,Moderate,0.45,Pressure Leak,Medium,4393,2169
EQ-8715,Ventilator,34.9,42.5,338,4211,0.17,0.66,0.04,0.71,110.8,Critical,0.7,Calibration Drift,High,12642,4347
EQ-6930,Ventilator,38.7,44.0,276,1520,0.37,0.53,3.35,1.4,120.7,Critical,1.0,Overheating,High,9269,1853
EQ-6161,Ventilator,30.8,47.3,248,3197,0.08,0.87,5.09,0.3,119.9,Critical,0.85,Overheating,High,14895,3429
EQ-3256,Blood Analyzer,29.8,79.6,642,4941,0.08,0.68,5.12,0.6,122.4,Critical,0.85,Overheating,High,11309,5266
EQ-7510,X-ray Machine,33.8,61.2,599,490,0.49,0.52,4.83,1.08,82.2,Moderate,0.55,Calibration Drift,Medium,6826,1564
EQ-4437,Ventilator,37.6,46.5,675,4508,0.95,0.62,4.77,0.77,124.9,Critical,0.8,Overheating,High,8985,4757
EQ-6154,CT Scanner,24.4,50.5,152,2740,1.0,0.87,5.32,1.43,107.6,Moderate,0.4,Overheating,Medium,7952,3353
EQ-4661,MRI Scanner,30.1,53.1,507,1958,0.08,0.95,5.16,0.52,118.7,Moderate,0.5,Overheating,Medium,6239,2629
EQ-9778,X-ray Machine,23.0,48.7,382,4752,0.55,0.86,0.31,1.11,106.0,Moderate,0.55,Calibration Drift,Medium,6005,5947
EQ-9738,X-ray Machine,28.8,38.3,641,4231,0.76,0.77,2.5,0.53,99.2,Moderate,0.35,Component Wear,Medium,7125,5228
EQ-1997,Ventilator,30.7,79.8,513,2864,0.95,0.82,3.53,0.83,109.3,Critical,0.95,Component Wear,High,12784,3109
EQ-4103,CT Scanner,30.7,21.6,36,2807,0.99,0.84,0.1,0.33,104.0,Moderate,0.4,Calibration Drift,Medium,6128,3938
EQ-8711,Ventilator,37.4,30.0,297,3705,0.6,0.72,2.96,1.4,84.8,Critical,0.9,Overheating,High,8123,3828
EQ-9606,CT Scanner,39.1,63.4,0,4675,0.85,0.86,3.17,1.28,117.6,Critical,0.85,Overheating,High,10239,5069
EQ-2945,MRI Scanner,38.3,26.4,566,1572,0.41,0.3,5.76,0.37,122.9,Critical,0.95,Overheating,High,9597,2056
EQ-7620,Ventilator,39.8,34.8,443,3527,0.79,0.17,5.3,1.42,84.9,Critical,1.0,Overheating,High,13494,3733
EQ-3712,MRI Scanner,19.5,59.2,576,2318,0.38,0.75,0.96,1.03,123.0,Critical,0.65,Pressure Leak,High,9369,2493
EQ-6527,Blood Analyzer,19.6,76.4,69,4972,1.05,0.18,4.12,0.4,98.1,Moderate,0.3,Calibration Drift,Medium,4820,5987
EQ-5820,MRI Scanner,29.0,74.6,693,2644,0.66,0.09,2.7,0.95,115.7,Critical,0.6,Component Wear,High,10383,2877
EQ-4951,Ventilator,20.5,78.4,252,4411,0.2,0.7,0.18,0.85,84.9,Critical,0.6,Calibration Drift,High,14258,4618
EQ-6905,CT Scanner,39.2,52.9,560,3415,0.02,0.25,0.22,0.49,124.6,Critical,0.8,Overheating,High,12824,3721
EQ-1292,X-ray Machine,23.3,23.2,123,3137,0.52,0.63,5.97,1.48,107.7,Moderate,0.4,Overheating,Medium,6004,3886
EQ-5190,MRI Scanner,24.6,68.0,278,1613,0.28,0.43,4.52,0.21,109.6,Moderate,0.3,Calibration Drift,Medium,6500,2291
EQ-5914,CT Scanner,38.7,35.0,689,2877,0.72,0.25,3.11,0.98,103.6,Critical,0.7,Overheating,High,13536,3071
EQ-1206,Ventilator,34.2,78.5,399,2406,0.25,0.56,1.87,0.51,112.0,Critical,0.95,Component Wear,High,13583,2668
EQ-8785,X-ray Machine,21.3,69.8,411,4754,0.18,0.43,4.33,1.53,127.7,Critical,0.65,Voltage Surge,High,14007,5192
EQ-5044,MRI Scanner,26.6,26.3,681,4737,0.11,0.5,0.18,0.6,93.4,Moderate,0.35,Calibration Drift,Medium,4353,5871
EQ-9491,Ventilator,22.8,33.8,528,1091,0.56,0.83,2.78,1.21,117.8,Moderate,0.55,Voltage Surge,Medium,4733,2075
EQ-7150,CT Scanner,34.3,65.4,174,3586,0.74,0.28,5.36,0.57,85.8,Critical,0.8,Overheating,High,10404,3691
EQ-5469,Blood Analyzer,24.0,77.3,73,3540,0.63,0.31,4.5,1.16,116.4,Moderate,0.5,Calibration Drift,Medium,4534,4213
EQ-7408,Ventilator,25.0,20.9,509,2292,0.59,0.58,5.92,0.92,123.4,Critical,0.6,Overheating,High,13674,2754
EQ-2133,MRI Scanner,22.2,68.1,203,1820,0.4,0.93,0.9,0.7,117.7,Moderate,0.3,Component Wear,Medium,7598,2784
EQ-9170,X-ray Machine,24.9,63.2,413,4808,0.31,0.12,2.96,0.07,92.1,Moderate,0.35,Component Wear,Medium,7991,5923
EQ-5871,MRI Scanner,32.7,42.2,161,1179,0.35,0.3,0.23,0.98,98.0,Moderate,0.4,Calibration Drift,Medium,6023,1785
EQ-8792,X-ray Machine,32.0,31.4,328,3636,0.36,0.62,3.27,1.31,90.8,Good,0.25,Voltage Surge,Low,1761,4329
EQ-5910,X-ray Machine,36.0,43.5,549,4060,0.64,0.32,1.75,0.88,110.8,Critical,0.7,Calibration Drift,High,11817,4439
EQ-7825,Blood Analyzer,23.0,39.3,588,3594,0.14,0.53,4.58,1.29,107.2,Moderate,0.55,Voltage Surge,Medium,6864,4340
EQ-9131,Blood Analyzer,30.1,63.8,390,3791,0.93,0.58,2.79,0.76,117.2,Moderate,0.35,Component Wear,Medium,5234,4641
EQ-5183,X-ray Machine,22.5,26.9,686,3210,0.82,0.78,4.4,1.03,87.5,Moderate,0.55,Component Wear,Medium,6918,4170
EQ-3934,Ventilator,29.8,29.1,121,1330,0.85,0.77,4.36,0.73,102.2,Good,0.05,Calibration Drift,Low,1680,2260
EQ-9817,CT Scanner,30.6,22.5,591,792,0.07,0.4,2.9,0.97,107.6,Critical,0.7,Component Wear,High,9094,1279
EQ-4785,Ventilator,22.1,37.8,628,4539,0.6,0.5,1.53,0.83,90.0,Moderate,0.35,Component Wear,Medium,5030,5651
EQ-2309,Ventilator,36.8,23.2,432,3733,0.19,0.84,4.85,1.17,112.4,Critical,0.9,Overheating,High,10336,3900
EQ-7154,CT Scanner,35.0,79.1,107,4400,0.84,0.03,0.03,1.14,96.6,Critical,0.85,Component Wear,High,8673,4831
EQ-6771,MRI Scanner,24.3,59.5,342,2465,1.01,0.37,4.63,1.37,94.4,Moderate,0.55,Voltage Surge,Medium,4583,3392
EQ-1444,CT Scanner,37.1,61.3,318,4684,0.42,0.96,2.46,1.15,114.2,Critical,1.0,Overheating,High,8737,5103
EQ-7058,Blood Analyzer,26.8,79.7,465,1493,0.84,0.17,2.22,0.21,93.3,Critical,0.6,Component Wear,High,11704,1885
EQ-9811,MRI Scanner,23.0,46.2,61,348,0.35,0.76,2.81,1.11,118.6,Good,0.25,Calibration Drift,Low,1806,1494
EQ-8779,MRI Scanner,30.7,59.0,234,3727,0.42,0.5,0.96,0.77,86.8,Good,0.05,Component Wear,Low,1297,4887
EQ-2483,X-ray Machine,28.1,35.7,432,726,0.97,0.72,0.08,1.34,125.9,Critical,0.65,Voltage Surge,High,9995,1056
EQ-8448,X-ray Machine,29.4,35.5,233,1926,0.47,0.6,4.99,1.07,110.8,Good,0.25,Calibration Drift,Low,3343,3071
EQ-4043,X-ray Machine,22.6,49.8,617,2891,0.52,0.02,4.18,0.63,115.4,Moderate,0.35,Calibration Drift,Medium,5795,3653
EQ-1934,MRI Scanner,39.8,72.7,214,157,0.68,0.44,1.02,0.53,129.3,Critical,0.95,Overheating,High,8282,367
EQ-8091,X-ray Machine,33.4,68.1,317,2784,0.52,0.83,2.56,1.1,85.6,Good,0.25,Component Wear,Low,1777,3832
EQ-9235,Ventilator,20.6,32.6,12,1687,0.41,1.05,4.12,1.07,91.6,Good,0.25,Component Wear,Low,3397,2338
EQ-4802,X-ray Machine,37.7,50.5,54,4409,0.33,0.14,4.18,1.41,87.1,Critical,0.6,Overheating,High,14788,4519
EQ-3964,Blood Analyzer,22.4,23.9,633,3241,0.5,0.81,4.26,0.04,86.4,Moderate,0.35,Calibration Drift,Medium,4970,4166
EQ-2143,CT Scanner,20.2,76.4,329,4738,0.68,0.75,5.2,0.78,79.9,Critical,0.75,Overheating,High,12085,4885
EQ-5481,Ventilator,37.9,73.5,583,3020,0.28,0.27,3.38,0.98,90.0,Critical,1.0,Overheating,High,9530,3467
EQ-3195,CT Scanner,26.2,29.2,190,2357,0.94,0.58,0.72,1.24,114.9,Good,0.25,Voltage Surge,Low,3415,3046
EQ-1711,X-ray Machine,18.0,50.7,544,3189,0.32,0.33,1.19,1.52,129.0,Critical,0.65,Voltage Surge,High,14048,3382
EQ-2368,CT Scanner,22.4,26.6,143,4578,0.41,0.91,3.19,0.86,95.8,Good,0.05,Component Wear,Low,3061,5589
EQ-3570,MRI Scanner,35.3,21.3,663,4319,0.34,0.35,5.53,0.66,117.4,Critical,0.85,Overheating,High,12911,4677
EQ-1502,MRI Scanner,27.1,29.1,101,2975,0.17,0.78,0.7,1.04,102.8,Good,0.25,Calibration Drift,Low,1793,3902
EQ-9573,Blood Analyzer,32.7,70.3,496,1617,0.95,1.02,4.13,1.16,129.0,Critical,0.9,Pressure Leak,High,13136,1798
EQ-9840,Blood Analyzer,18.2,73.8,168,2698,0.13,0.87,1.85,0.05,93.6,Moderate,0.3,Calibration Drift,Medium,6093,3479
EQ-7905,MRI Scanner,20.5,31.1,569,105,0.82,0.61,0.15,0.82,124.0,Moderate,0.45,Pressure Leak,Medium,5321,887
EQ-3720,Ventilator,29.9,74.0,556,4537,0.17,0.34,1.16,0.91,85.6,Critical,0.6,Calibration Drift,High,13815,4835
EQ-2659,X-ray Machine,26.0,52.0,19,1219,0.92,0.9,1.07,1.23,114.1,Good,0.25,Voltage Surge,Low,1854,2172
EQ-6285,Blood Analyzer,21.8,52.8,113,4375,0.48,0.84,1.18,0.93,111.1,Good,0.05,Component Wear,Low,1158,5572
EQ-5807,Ventilator,32.2,63.4,355,1538,0.54,0.56,5.43,1.13,89.1,Critical,1.0,Overheating,High,9172,1645
EQ-5760,Blood Analyzer,31.7,52.4,595,3747,0.5,0.59,0.58,0.57,80.6,Moderate,0.35,Calibration Drift,Medium,6409,4765
EQ-7635,CT Scanner,34.1,63.1,446,4938,0.74,0.15,3.61,0.22,112.4,Critical,0.95,Calibration Drift,High,10912,5140
EQ-3487,Ventilator,31.1,60.5,518,1418,0.16,0.58,0.97,1.26,84.7,Critical,1.0,Voltage Surge,High,11937,1586
EQ-6140,MRI Scanner,22.8,54.9,74,2315,0.01,0.79,1.85,0.99,104.1,Good,0.05,Calibration Drift,Low,3136,3277
EQ-9426,MRI Scanner,28.2,56.1,459,2070,0.32,0.85,3.27,0.24,98.1,Moderate,0.35,Component Wear,Medium,7332,3205
EQ-2886,Blood Analyzer,32.3,28.8,246,2390,0.1,0.87,2.59,1.03,128.6,Moderate,0.35,Pressure Leak,Medium,4541,3273
EQ-1470,MRI Scanner,28.2,68.3,689,1497,0.56,-0.05,3.75,0.31,96.6,Critical,0.6,Component Wear,High,9755,1636
EQ-3740,Blood Analyzer,20.8,52.1,0,872,0.07,0.93,0.1,1.15,117.3,Good,0.25,Component Wear,Low,2325,2014
EQ-9527,X-ray Machine,24.0,74.4,300,2605,0.67,0.2,3.07,0.48,116.1,Moderate,0.3,Calibration Drift,Medium,4711,3528
EQ-9155,X-ray Machine,35.2,78.6,714,3795,0.99,0.45,4.78,0.12,82.1,Critical,0.95,Calibration Drift,High,14711,4082
EQ-5950,Blood Analyzer,30.3,25.7,310,3650,1.08,0.91,4.51,0.28,87.8,Good,0.05,Component Wear,Low,2888,4433
EQ-3658,MRI Scanner,29.0,30.2,427,546,-0.03,0.43,-0.04,0.81,102.9,Moderate,0.35,Component Wear,Medium,6330,1480
EQ-8404,Ventilator,34.2,77.6,631,3909,0.86,0.77,2.88,0.8,111.6,Critical,0.95,Calibration Drift,High,13179,4192
EQ-5723,Ventilator,37.4,27.6,177,4407,0.46,0.41,4.29,0.99,117.8,Moderate,0.4,Overheating,Medium,7640,5205
EQ-6774,CT Scanner,37.5,64.4,119,714,0.1,0.1,1.05,0.6,87.3,Critical,0.65,Overheating,High,13461,1022
EQ-5598,Blood Analyzer,18.8,29.8,660,3651,0.96,0.57,2.56,1.2,127.3,Critical,0.65,Pressure Leak,High,14804,3861
EQ-4601,MRI Scanner,35.2,74.7,642,3389,1.01,0.19,2.97,0.78,123.8,Critical,1.0,Pressure Leak,High,13271,3522
EQ-8036,X-ray Machine,31.3,54.0,722,264,0.33,0.49,0.96,0.39,91.0,Moderate,0.35,Calibration Drift,Medium,4423,864
EQ-8875,Ventilator,28.7,79.6,152,1414,0.8,0.08,1.52,1.38,111.7,Moderate,0.5,Voltage Surge,Medium,5126,2360
EQ-5769,CT Scanner,25.7,41.2,342,2221,0.95,0.91,1.28,1.01,93.0,Moderate,0.55,Component Wear,Medium,5422,3375
EQ-2344,CT Scanner,20.3,43.6,648,996,0.68,0.19,2.23,0.65,94.4,Moderate,0.35,Component Wear,Medium,7752,1695
EQ-8884,X-ray Machine,28.0,72.7,428,1873,-0.05,0.26,2.38,0.54,122.3,Critical,0.7,Pressure Leak,High,12915,2205
EQ-1718,Ventilator,29.0,31.3,249,3307,0.75,0.3,5.04,1.56,99.9,Critical,0.7,Overheating,High,14521,3665
EQ-2454,CT Scanner,36.9,66.6,421,3646,0.38,0.53,4.72,0.43,100.7,Critical,0.95,Overheating,High,12096,4009
EQ-9703,CT Scanner,27.7,20.8,171,1240,0.52,0.01,3.45,0.32,112.0,Good,0.05,Calibration Drift,Low,2036,1959
EQ-7244,MRI Scanner,34.5,64.2,241,1727,0.67,0.09,0.57,0.68,125.9,Moderate,0.5,Pressure Leak,Medium,6762,2488
EQ-5813,CT Scanner,25.3,59.0,100,2818,0.63,0.43,5.53,1.12,128.6,Critical,0.75,Overheating,High,11498,3297
EQ-6776,CT Scanner,30.8,59.4,42,4296,0.67,0.96,4.47,1.53,117.5,Critical,0.85,Voltage Surge,High,13354,4586
EQ-1612,Blood Analyzer,25.3,42.9,4,420,0.27,0.53,4.96,0.34,117.0,Good,0.05,Calibration Drift,Low,2455,1066
EQ-2110,X-ray Machine,22.0,34.2,204,662,0.63,0.79,5.87,0.84,113.7,Good,0.2,Overheating,Low,2571,1540
EQ-6692,X-ray Machine,25.9,39.1,691,675,0.25,0.24,1.05,0.62,109.6,Moderate,0.35,Calibration Drift,Medium,7126,1762
EQ-5990,Ventilator,30.4,71.6,91,2732,0.6,0.64,3.41,0.71,86.4,Critical,0.65,Component Wear,High,12351,2833
EQ-6330,Blood Analyzer,34.9,49.1,616,4058,0.21,0.35,6.02,1.14,118.7,Critical,1.0,Overheating,High,9864,4225
EQ-1255,Ventilator,30.8,32.3,488,1519,0.33,0.71,2.55,0.14,84.4,Critical,0.7,Component Wear,High,14493,1908
EQ-4190,MRI Scanner,35.8,62.1,431,1572,0.57,0.7,0.46,0.4,117.8,Critical,0.7,Calibration Drift,High,9474,2063
EQ-9823,Ventilator,36.6,77.2,201,2386,0.37,0.84,0.34,-0.01,118.2,Critical,1.0,Overheating,High,13791,2839
EQ-7885,CT Scanner,35.4,30.8,646,2858,0.46,0.53,3.63,1.1,127.0,Critical,1.0,Pressure Leak,High,12049,3041
EQ-8534,Ventilator,30.9,73.9,468,2010,0.22,0.38,1.83,0.87,95.1,Critical,0.95,Component Wear,High,12571,2245
EQ-7206,MRI Scanner,31.5,38.0,290,4022,0.65,0.16,4.8,1.33,95.3,Good,0.25,Voltage Surge,Low,2554,5020
EQ-2836,Blood Analyzer,21.6,41.2,419,1689,0.19,0.25,4.64,0.43,124.3,Moderate,0.45,Pressure Leak,Medium,4679,2782
EQ-6389,Ventilator,21.4,33.4,372,1464,0.18,0.22,2.98,1.22,86.3,Moderate,0.55,Voltage Surge,Medium,6978,2216
EQ-2217,CT Scanner,39.3,76.8,595,3740,0.35,0.36,1.53,0.13,128.6,Critical,1.0,Overheating,High,13500,4228
EQ-2933,X-ray Machine,37.7,59.5,6,2840,0.56,0.44,5.19,0.29,128.5,Critical,0.65,Overheating,High,11084,3077
EQ-2234,MRI Scanner,25.5,29.8,433,3224,0.88,0.47,1.6,1.19,107.4,Moderate,0.55,Component Wear,Medium,5407,4131
EQ-3548,CT Scanner,38.9,76.8,90,3244,1.02,0.53,0.14,1.37,91.2,Critical,1.0,Overheating,High,9935,3732
EQ-2433,X-ray Machine,39.5,74.3,402,4675,0.63,0.79,3.75,1.25,101.9,Critical,1.0,Overheating,High,13321,4883
EQ-3144,CT Scanner,27.3,56.1,349,1337,0.32,0.62,1.96,1.16,104.8,Critical,0.8,Calibration Drift,High,12514,1656
EQ-2489,MRI Scanner,20.9,30.6,480,3161,0.48,0.74,2.73,0.85,86.1,Moderate,0.35,Calibration Drift,Medium,7344,4341
EQ-5766,X-ray Machine,22.6,71.8,148,2996,0.19,0.24,4.82,0.77,115.4,Moderate,0.3,Calibration Drift,Medium,4982,4035
EQ-5790,CT Scanner,33.1,47.6,496,1409,0.35,0.56,3.25,0.7,105.7,Critical,0.7,Calibration Drift,High,10817,1558
EQ-7862,MRI Scanner,21.0,20.8,203,3222,0.06,0.55,2.34,0.25,81.5,Good,0.05,Calibration Drift,Low,2513,4205
EQ-9231,X-ray Machine,20.4,32.2,97,1310,0.4,0.43,2.75,1.32,110.8,Good,0.25,Voltage Surge,Low,1994,2312
EQ-4958,Ventilator,39.0,42.2,298,793,0.44,0.07,3.99,1.08,92.9,Critical,0.9,Overheating,High,12447,1011
EQ-7639,MRI Scanner,36.1,49.4,132,2946,0.72,0.25,0.26,0.1,100.5,Moderate,0.4,Overheating,Medium,4516,3571
EQ-7775,CT Scanner,36.7,61.7,590,4022,0.73,0.1,4.84,0.84,90.3,Critical,0.95,Overheating,High,14795,4353
EQ-2594,MRI Scanner,26.3,49.9,359,904,0.78,0.26,0.84,1.35,106.9,Moderate,0.55,Voltage Surge,Medium,5113,1934
EQ-5515,MRI Scanner,33.5,78.7,677,2566,0.61,0.39,0.31,1.44,95.1,Critical,1.0,Voltage Surge,High,9848,2943
EQ-7268,X-ray Machine,21.5,69.9,49,2393,0.12,0.2,2.97,0.22,124.8,Good,0.15,Pressure Leak,Low,3226,3351
EQ-2759,Blood Analyzer,27.1,45.4,108,863,0.83,0.93,3.47,0.62,116.9,Good,0.05,Calibration Drift,Low,3898,1878
EQ-9463,MRI Scanner,38.9,60.9,499,4028,0.62,0.66,1.52,0.3,82.9,Critical,0.7,Overheating,High,13573,4230
EQ-2033,MRI Scanner,28.3,65.3,327,1507,0.79,0.57,0.15,1.4,120.9,Critical,0.9,Voltage Surge,High,12177,1978
EQ-3661,Blood Analyzer,24.0,46.2,249,2800,0.14,0.61,0.77,0.86,127.4,Good,0.15,Pressure Leak,Low,3857,3644
EQ-4362,X-ray Machine,21.4,80.0,273,2167,0.63,0.35,2.06,0.55,82.8,Moderate,0.3,Calibration Drift,Medium,5579,3340
EQ-4682,CT Scanner,21.2,40.6,502,3268,0.37,-0.04,0.75,1.18,83.4,Moderate,0.55,Calibration Drift,Medium,4345,3953
EQ-7294,MRI Scanner,20.7,56.9,212,1327,0.08,0.06,3.93,0.27,111.6,Good,0.05,Calibration Drift,Low,2162,2440
EQ-6800,MRI Scanner,24.8,71.6,655,4591,0.28,0.16,4.75,1.16,111.6,Critical,0.8,Component Wear,High,10972,4925
EQ-5437,X-ray Machine,19.8,39.1,568,964,0.05,0.41,4.83,0.21,116.5,Moderate,0.35,Calibration Drift,Medium,6245,1658
EQ-9055,Ventilator,29.3,23.7,698,3447,-0.02,0.49,2.72,0.94,103.5,Moderate,0.35,Component Wear,Medium,5737,4505
EQ-7975,Ventilator,33.8,39.5,495,4316,0.57,0.06,4.67,0.78,120.5,Critical,0.8,Pressure Leak,High,8520,4651
EQ-8296,X-ray Machine,26.1,32.0,47,3776,0.62,0.71,4.9,1.36,111.4,Good,0.25,Voltage Surge,Low,3625,4626
EQ-4899,CT Scanner,29.5,43.6,636,698,0.97,0.13,4.1,1.21,112.3,Critical,0.9,Voltage Surge,High,14439,915
EQ-1396,CT Scanner,18.8,71.4,645,1179,0.03,0.77,-0.02,1.35,119.9,Critical,0.8,Voltage Surge,High,9527,1537
EQ-4328,Ventilator,32.2,78.9,543,1151,0.34,0.79,5.9,0.01,85.7,Critical,1.0,Overheating,High,13879,1278
EQ-5853,X-ray Machine,31.4,54.7,675,4597,0.5,0.22,1.17,0.03,121.9,Moderate,0.45,Pressure Leak,Medium,5547,5311
EQ-3305,CT Scanner,27.1,51.2,509,2987,0.33,0.19,3.61,1.39,90.5,Moderate,0.55,Voltage Surge,Medium,6184,4024
EQ-8664,MRI Scanner,29.5,36.2,222,3504,0.94,0.99,4.35,0.1,94.7,Good,0.05,Component Wear,Low,3386,4466
EQ-8101,Ventilator,29.5,55.0,438,718,0.6,0.44,2.7,1.18,111.4,Moderate,0.55,Component Wear,Medium,4836,1760
EQ-8252,Ventilator,34.9,26.1,608,2403,0.88,0.65,5.0,0.25,105.8,Critical,0.7,Calibration Drift,High,9348,2642
EQ-4820,Ventilator,26.4,74.6,461,4140,0.05,0.2,4.59,1.22,101.7,Critical,0.8,Voltage Surge,High,10343,4251
EQ-8706,Blood Analyzer,21.5,67.2,553,4478,0.17,0.11,1.51,0.83,125.3,Moderate,0.45,Pressure Leak,Medium,6212,5554
EQ-9377,X-ray Machine,34.8,70.9,116,1798,0.59,0.96,2.65,0.19,101.3,Moderate,0.3,Component Wear,Medium,5003,2904
EQ-5048,CT Scanner,35.7,51.9,383,4735,0.58,0.7,1.82,0.38,92.4,Critical,0.7,Calibration Drift,High,14956,5026
EQ-3882,Blood Analyzer,39.6,36.9,224,2645,0.2,0.42,3.79,0.27,96.5,Moderate,0.4,Overheating,Medium,4503,3486
EQ-7987,MRI Scanner,19.2,70.2,161,4580,0.89,0.62,1.25,0.31,122.8,Moderate,0.4,Pressure Leak,Medium,7488,5236
EQ-4762,Blood Analyzer,23.3,73.7,144,3300,0.67,0.82,0.97,0.38,84.1,Moderate,0.3,Calibration Drift,Medium,7025,4011
EQ-5807,MRI Scanner,38.5,21.4,317,861,0.96,1.02,0.96,0.11,83.8,Critical,0.7,Overheating,High,10572,1061
EQ-3741,Blood Analyzer,18.4,34.3,228,3312,0.55,0.73,2.21,0.31,110.6,Good,0.05,Calibration Drift,Low,3025,4114
EQ-7413,MRI Scanner,35.7,25.3,618,1558,0.51,0.92,4.77,1.44,89.4,Critical,0.9,Voltage Surge,High,8783,1814
EQ-9580,Ventilator,18.5,72.1,530,3359,0.56,0.41,3.24,-0.06,111.5,Critical,0.6,Calibration Drift,High,14785,3742
EQ-5305,MRI Scanner,23.1,63.0,445,2290,0.33,0.67,1.86,0.56,114.9,Moderate,0.35,Component Wear,Medium,7165,3322
EQ-8630,X-ray Machine,25.0,74.0,418,2687,0.27,0.87,4.5,0.72,86.7,Critical,0.6,Component Wear,High,13147,3141
EQ-2916,Ventilator,22.9,46.8,48,364,0.63,0.1,0.43,0.97,80.2,Good,0.05,Calibration Drift,Low,2622,1177
EQ-3295,MRI Scanner,24.8,34.9,117,216,0.47,0.85,2.0,0.71,105.9,Good,0.05,Calibration Drift,Low,2952,1352
EQ-2055,X-ray Machine,29.1,35.9,502,2688,0.69,-0.01,4.7,1.47,104.2,Moderate,0.55,Voltage Surge,Medium,6681,3884
