equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-8791,CT Scanner,31.2,73.4,514,4370,0.54,0.4,5.25,0.05,113.3,Critical,1.0,Component Wear,High,13744,5551
EQ-5075,MRI Scanner,33.0,23.8,296,1573,1.0,0.1,0.23,1.55,122.5,Critical,0.7,Overheating,High,11494,2574
EQ-2844,CT Scanner,35.7,22.4,246,4831,0.51,0.15,0.27,0.3,124.3,Moderate,0.5,Sensor Drift,Medium,11767,5801
EQ-9725,X-ray Machine,39.1,43.6,537,4978,0.46,0.43,2.19,1.14,128.7,Critical,1.0,Sensor Drift,High,8251,5205
EQ-1636,Blood Analyzer,23.1,54.8,590,2150,0.81,-0.02,5.82,1.24,124.5,Critical,0.8,Sensor Drift,High,9853,2643
EQ-3376,Blood Analyzer,23.8,70.5,383,3757,0.88,0.34,1.6,1.43,108.2,Critical,0.8,Overheating,High,10920,4898
EQ-4951,Blood Analyzer,20.7,51.6,542,1537,0.45,0.01,5.75,1.03,100.8,Critical,0.7,Pressure Leak,High,9296,2138
EQ-5789,Ventilator,38.7,71.4,350,3694,0.06,0.49,4.79,0.72,120.4,Critical,1.0,Sensor Drift,High,8956,4367
EQ-7882,X-ray Machine,29.9,27.3,226,2891,0.09,0.82,3.56,0.29,85.2,Good,0.05,Voltage Surge,Low,8814,3211
EQ-4871,MRI Scanner,26.6,71.9,60,1109,0.86,0.84,3.5,0.88,107.4,Moderate,0.3,Sensor Drift,Medium,5546,1471
EQ-3786,X-ray Machine,37.9,34.4,106,1675,0.93,0.6,2.71,0.62,125.9,Moderate,0.5,Voltage Surge,Medium,2206,2295
EQ-3394,X-ray Machine,35.1,58.2,461,573,0.82,0.51,3.38,1.48,127.3,Critical,1.0,Sensor Drift,High,5502,1327
EQ-4496,X-ray Machine,22.0,76.7,347,1068,0.93,0.01,0.12,0.0,111.3,Moderate,0.3,Pressure Leak,Medium,8579,1221
EQ-7411,CT Scanner,24.9,46.2,465,3449,0.04,0.83,3.91,1.02,86.5,Moderate,0.55,Overheating,Medium,14812,3987
EQ-1765,Ventilator,36.8,58.2,26,3633,0.12,0.7,4.91,0.24,82.7,Moderate,0.4,Component Wear,Medium,6218,4290
EQ-1297,Blood Analyzer,31.2,40.9,632,926,0.51,0.87,5.05,0.77,89.7,Moderate,0.5,Sensor Drift,Medium,13530,1161
EQ-7262,X-ray Machine,27.9,64.7,383,2429,0.77,0.89,0.21,0.4,106.1,Moderate,0.35,Component Wear,Medium,12154,2574
EQ-5213,CT Scanner,31.6,65.5,185,3413,0.56,0.33,0.88,-0.09,108.4,Critical,0.65,Voltage Surge,High,14464,4575
EQ-7895,CT Scanner,25.1,49.9,458,1605,0.12,0.05,1.16,0.37,123.7,Moderate,0.45,Component Wear,Medium,14054,2733
EQ-8935,CT Scanner,27.2,64.7,218,164,0.09,0.48,0.79,1.08,126.1,Critical,0.6,Overheating,High,6032,1275
EQ-2432,X-ray Machine,25.5,69.6,412,4054,0.86,0.26,2.8,0.59,101.0,Moderate,0.35,Sensor Drift,Medium,8943,5103
EQ-7878,MRI Scanner,36.0,29.4,83,2497,0.69,0.77,5.65,1.44,109.1,Critical,0.75,Sensor Drift,High,5058,2819
EQ-3961,MRI Scanner,20.4,39.4,135,3963,-0.01,0.56,5.44,1.2,120.6,Moderate,0.5,Sensor Drift,Medium,5125,4799
EQ-4531,X-ray Machine,22.6,29.8,203,1674,0.94,0.7,1.5,0.36,115.4,Good,0.05,Sensor Drift,Low,5038,2618
EQ-8314,CT Scanner,27.7,31.4,152,4407,0.95,0.68,5.57,0.12,115.6,Good,0.2,Sensor Drift,Low,10954,4756
EQ-4239,X-ray Machine,26.9,45.1,476,3598,0.96,0.54,0.11,0.12,85.7,Moderate,0.35,Pressure Leak,Medium,3798,3985
EQ-6979,Ventilator,30.4,31.2,71,807,0.47,0.75,4.16,0.15,82.3,Moderate,0.4,Voltage Surge,Medium,2095,1858
EQ-8530,CT Scanner,24.9,31.0,105,4935,0.14,0.83,0.42,0.48,108.8,Good,0.05,Voltage Surge,Low,12168,5436
EQ-8010,X-ray Machine,38.6,74.1,65,4919,0.14,0.8,0.16,0.37,83.1,Critical,0.85,Sensor Drift,High,14059,5233
EQ-5796,Blood Analyzer,30.5,53.3,425,612,0.23,0.24,3.45,0.03,95.3,Moderate,0.35,Overheating,Medium,1406,1431
EQ-6747,X-ray Machine,28.9,28.3,371,3224,0.34,0.47,0.88,1.44,125.2,Critical,0.65,Pressure Leak,High,2127,3744
EQ-8332,Ventilator,37.0,52.2,187,1839,0.78,0.17,3.88,1.15,122.5,Critical,0.7,Sensor Drift,High,4680,2598
EQ-5612,Ventilator,23.4,48.9,374,593,0.89,0.63,2.29,1.13,98.8,Moderate,0.55,Pressure Leak,Medium,11009,1380
EQ-8830,X-ray Machine,34.2,33.5,238,3419,0.11,0.49,0.46,1.07,116.9,Good,0.25,Pressure Leak,Low,6710,4316
EQ-8148,CT Scanner,36.8,36.6,669,408,0.85,0.41,0.13,0.7,109.0,Critical,0.7,Pressure Leak,High,7154,626
EQ-5628,Ventilator,32.6,77.3,147,162,0.28,0.13,5.23,0.8,121.9,Critical,0.9,Voltage Surge,High,14019,1178
EQ-7888,MRI Scanner,37.1,63.8,177,3402,-0.14,0.54,1.45,1.24,112.7,Critical,0.6,Pressure Leak,High,1783,3890
EQ-5827,Blood Analyzer,26.4,45.3,146,667,0.91,0.9,4.66,0.4,110.3,Good,0.05,Component Wear,Low,11916,1170
EQ-7543,Ventilator,30.4,74.0,234,3424,0.6,0.26,4.02,0.47,101.1,Critical,0.95,Voltage Surge,High,12963,4383
EQ-3129,Blood Analyzer,23.9,45.4,272,4290,0.38,0.43,5.78,0.81,112.5,Good,0.2,Overheating,Low,9100,4525
EQ-4390,X-ray Machine,30.8,29.0,511,1915,0.19,0.81,1.06,1.4,87.8,Moderate,0.55,Component Wear,Medium,13503,2408
EQ-3279,X-ray Machine,40.0,57.3,89,3597,0.12,0.88,2.88,0.45,87.0,Moderate,0.4,Pressure Leak,Medium,14810,4104
EQ-6596,X-ray Machine,21.1,78.6,2,476,0.27,0.44,2.99,1.41,106.8,Moderate,0.5,Pressure Leak,Medium,7042,729
EQ-3380,Ventilator,35.1,24.1,669,2768,0.05,0.29,3.83,0.2,122.3,Critical,0.8,Sensor Drift,High,12487,3615
EQ-1936,CT Scanner,34.1,56.6,317,933,0.65,0.69,0.52,1.21,110.1,Critical,1.0,Overheating,High,4987,1636
EQ-1149,Blood Analyzer,19.0,50.7,190,4423,1.05,0.36,2.31,0.9,89.3,Good,0.05,Sensor Drift,Low,6930,4970
EQ-5887,CT Scanner,38.8,31.2,116,700,0.64,0.04,0.34,1.22,110.9,Critical,0.6,Overheating,High,7823,1783
EQ-1837,MRI Scanner,31.3,79.6,481,1351,0.27,0.61,5.6,0.3,103.6,Critical,0.75,Pressure Leak,High,12223,1960
EQ-1663,Ventilator,33.2,47.7,67,572,0.73,0.51,4.72,0.28,112.1,Moderate,0.4,Component Wear,Medium,9065,1067
EQ-8398,X-ray Machine,34.1,31.6,530,2003,0.23,0.91,2.13,0.25,121.7,Moderate,0.45,Component Wear,Medium,6455,2125
EQ-4525,MRI Scanner,38.5,44.8,656,1968,0.96,0.89,0.99,1.49,97.4,Critical,0.9,Sensor Drift,High,5754,2429
EQ-2313,CT Scanner,24.4,74.4,684,4663,0.77,0.42,0.0,1.2,97.8,Critical,0.8,Sensor Drift,High,9973,4816
EQ-5302,CT Scanner,32.2,67.2,661,3197,0.2,0.78,0.7,1.14,107.0,Critical,1.0,Sensor Drift,High,8759,4123
EQ-8193,Blood Analyzer,22.4,29.7,477,1330,0.64,0.84,5.17,0.42,80.4,Moderate,0.5,Component Wear,Medium,5662,2012
EQ-8200,Blood Analyzer,24.6,33.8,702,4843,0.52,0.58,1.52,1.42,128.5,Critical,0.65,Sensor Drift,High,1022,5098
EQ-2224,MRI Scanner,18.3,20.4,69,2595,0.34,0.0,5.71,0.02,123.0,Moderate,0.3,Sensor Drift,Medium,8976,3414
EQ-3938,Blood Analyzer,27.3,25.1,86,271,0.73,0.31,4.64,0.95,113.0,Good,0.05,Voltage Surge,Low,1463,457
EQ-9017,X-ray Machine,21.6,28.5,443,2646,0.29,0.36,4.61,1.19,88.1,Moderate,0.55,Sensor Drift,Medium,12853,3224
EQ-3536,Ventilator,27.7,59.9,682,2272,0.93,0.5,2.81,0.51,102.3,Moderate,0.35,Sensor Drift,Medium,7356,2586
EQ-8160,CT Scanner,33.9,42.8,314,262,0.05,0.62,2.85,1.35,97.2,Critical,0.9,Overheating,High,14119,1303
EQ-7036,Ventilator,28.9,65.7,476,2091,0.72,0.35,1.98,0.61,86.6,Critical,0.6,Sensor Drift,High,9788,2335
EQ-2476,Blood Analyzer,19.7,62.2,392,2120,0.05,0.56,2.73,-0.04,89.2,Moderate,0.35,Pressure Leak,Medium,14396,2918
EQ-4494,X-ray Machine,33.6,23.1,723,3951,0.5,0.81,3.03,0.57,85.2,Moderate,0.35,Overheating,Medium,11672,4701
EQ-1125,X-ray Machine,18.7,53.3,226,3914,0.2,0.36,1.74,1.03,121.5,Moderate,0.35,Pressure Leak,Medium,6424,5097
EQ-9763,Ventilator,29.3,77.2,340,3188,0.02,0.96,1.71,0.18,98.3,Critical,0.6,Component Wear,High,5547,3523
EQ-4916,Blood Analyzer,21.1,34.8,196,1914,0.63,0.19,5.19,0.25,90.4,Good,0.2,Sensor Drift,Low,2780,2654
EQ-6392,CT Scanner,22.7,60.3,33,1903,0.34,0.37,4.96,0.74,105.1,Moderate,0.3,Component Wear,Medium,8172,2896
EQ-7144,CT Scanner,23.9,23.3,122,3879,0.44,0.46,3.5,0.79,111.6,Good,0.05,Voltage Surge,Low,2555,5018
EQ-8974,Blood Analyzer,18.0,28.4,672,3788,0.14,-0.02,0.44,0.37,86.8,Moderate,0.35,Overheating,Medium,6473,4008
EQ-6140,Blood Analyzer,33.2,66.4,584,1582,-0.02,0.67,0.81,0.47,88.7,Moderate,0.35,Pressure Leak,Medium,4689,2761
EQ-8101,MRI Scanner,27.1,59.5,612,4743,0.42,0.61,4.13,1.42,85.4,Moderate,0.55,Pressure Leak,Medium,8819,5209
EQ-9069,Blood Analyzer,29.4,70.3,236,4976,0.64,0.28,3.33,0.74,108.1,Moderate,0.3,Pressure Leak,Medium,5799,5150
EQ-3095,CT Scanner,24.8,77.8,252,4067,0.38,0.71,2.87,0.91,98.3,Critical,0.6,Overheating,High,2739,5129
EQ-8801,Blood Analyzer,32.7,24.2,357,2045,0.63,0.14,1.77,0.07,108.9,Moderate,0.35,Voltage Surge,Medium,11438,2215
EQ-1852,Ventilator,36.7,67.3,9,3766,0.86,0.71,1.8,0.15,113.7,Critical,0.65,Pressure Leak,High,1643,4345
EQ-8512,X-ray Machine,33.1,54.9,400,751,0.93,0.21,4.32,0.13,105.0,Moderate,0.35,Pressure Leak,Medium,1137,1812
EQ-6983,Ventilator,35.6,55.0,232,1305,0.49,0.1,2.22,1.49,110.0,Critical,0.9,Pressure Leak,High,12966,1950
EQ-3178,X-ray Machine,26.6,65.1,416,4569,0.86,0.49,4.77,0.83,112.1,Moderate,0.35,Overheating,Medium,2922,5644
EQ-4208,X-ray Machine,22.3,74.7,547,351,0.49,0.6,5.84,0.68,121.4,Critical,0.85,Component Wear,High,7602,1485
EQ-9065,X-ray Machine,38.0,72.6,506,2573,0.55,0.18,2.49,0.75,128.5,Critical,1.0,Overheating,High,12882,3455
EQ-8285,Blood Analyzer,34.0,34.9,663,2095,0.84,0.08,4.39,1.22,86.9,Moderate,0.55,Sensor Drift,Medium,1830,3214
EQ-4813,X-ray Machine,30.7,33.3,45,4698,0.79,0.21,4.94,0.81,81.7,Good,0.05,Overheating,Low,2120,5700
EQ-5727,Ventilator,19.7,60.9,195,689,0.25,0.81,1.77,1.31,114.5,Moderate,0.5,Overheating,Medium,14474,967
EQ-4809,X-ray Machine,22.1,26.7,50,4607,0.27,0.07,0.46,0.63,94.4,Good,0.05,Sensor Drift,Low,10808,5762
EQ-4385,Ventilator,24.8,35.3,198,3462,0.33,0.67,2.69,0.76,89.2,Good,0.05,Overheating,Low,3915,4350
EQ-4609,MRI Scanner,22.8,43.2,159,784,0.59,1.02,4.91,1.29,127.3,Moderate,0.35,Overheating,Medium,14433,1197
EQ-2634,X-ray Machine,36.9,63.9,705,1861,0.84,0.94,1.38,1.29,111.7,Critical,0.9,Component Wear,High,2095,2135
EQ-3864,MRI Scanner,27.9,24.9,472,334,0.26,0.34,5.73,0.22,123.9,Critical,0.6,Component Wear,High,12690,1421
EQ-2087,X-ray Machine,37.2,67.0,661,2089,0.67,0.71,0.8,1.36,100.7,Critical,0.9,Pressure Leak,High,4682,3135
EQ-7650,X-ray Machine,34.0,43.0,176,3208,0.71,0.14,5.97,0.11,105.0,Good,0.2,Component Wear,Low,10295,4125
EQ-8751,Ventilator,38.4,44.8,171,882,0.01,0.96,3.28,0.3,85.9,Moderate,0.4,Voltage Surge,Medium,14105,1286
EQ-6625,CT Scanner,25.1,47.2,701,3516,1.02,0.48,4.43,0.15,128.7,Moderate,0.45,Sensor Drift,Medium,14733,3980
EQ-9226,MRI Scanner,24.1,74.9,468,1269,1.01,0.27,4.02,1.37,91.8,Critical,0.8,Overheating,High,5874,2232
EQ-1325,MRI Scanner,36.3,38.1,155,1198,0.8,0.75,5.79,1.45,106.3,Critical,0.75,Overheating,High,12825,1552
EQ-8988,Ventilator,39.3,68.7,495,211,0.38,0.54,5.39,0.92,105.5,Critical,1.0,Component Wear,High,1007,1076
EQ-8382,Blood Analyzer,30.1,21.2,353,1687,0.43,0.05,0.19,0.26,110.8,Moderate,0.35,Pressure Leak,Medium,13076,2759
EQ-8783,Blood Analyzer,36.2,69.7,37,4179,0.48,0.97,1.71,0.26,83.7,Critical,0.65,Overheating,High,7100,5076
EQ-1434,Blood Analyzer,28.7,75.0,69,2715,0.51,0.42,0.21,0.34,124.7,Moderate,0.4,Pressure Leak,Medium,12671,2991
EQ-2463,Ventilator,19.8,66.1,715,2541,0.81,0.83,1.47,0.87,105.2,Critical,0.6,Voltage Surge,High,5448,3598
EQ-5386,MRI Scanner,28.5,68.4,221,4374,0.5,0.27,-0.05,1.43,112.2,Moderate,0.5,Sensor Drift,Medium,13422,4621
EQ-3571,MRI Scanner,27.9,66.0,353,3060,0.08,0.43,0.79,1.28,89.5,Critical,0.8,Pressure Leak,High,14150,3645
EQ-8408,CT Scanner,30.7,56.6,570,3438,0.51,0.13,3.63,0.88,94.4,Critical,0.95,Component Wear,High,12236,3738
EQ-5245,CT Scanner,24.7,38.8,567,3572,0.49,0.36,0.75,1.09,123.7,Critical,0.65,Pressure Leak,High,4434,4276
EQ-6969,X-ray Machine,28.6,58.8,688,340,0.07,0.12,3.24,0.57,85.6,Moderate,0.35,Overheating,Medium,1435,1300
EQ-4129,MRI Scanner,24.4,48.3,104,3864,0.81,0.11,4.47,0.78,114.3,Good,0.05,Pressure Leak,Low,4956,4487
EQ-6636,MRI Scanner,24.6,70.5,270,3509,0.71,0.91,1.35,1.57,109.6,Moderate,0.5,Voltage Surge,Medium,3479,4584
EQ-3889,CT Scanner,33.7,69.3,8,3982,0.58,0.33,4.13,0.1,119.8,Critical,0.65,Sensor Drift,High,4523,4139
EQ-4219,CT Scanner,34.7,24.2,340,1582,0.23,0.83,3.97,0.59,85.9,Critical,0.7,Component Wear,High,6830,2070
EQ-7363,MRI Scanner,20.7,55.0,238,766,0.09,0.23,4.2,0.46,113.0,Good,0.05,Component Wear,Low,7500,919
EQ-6958,CT Scanner,33.5,45.4,33,2484,0.53,0.04,3.62,0.99,112.9,Moderate,0.4,Component Wear,Medium,9793,3538
EQ-2045,CT Scanner,21.7,79.8,485,4200,0.39,0.94,1.4,0.96,93.3,Critical,0.6,Component Wear,High,8470,4740
EQ-3036,X-ray Machine,40.0,31.7,521,1259,0.56,0.6,5.16,0.32,122.4,Critical,0.95,Overheating,High,13108,2178
EQ-9997,X-ray Machine,38.1,68.5,431,4514,0.09,0.73,0.32,1.34,106.7,Critical,0.9,Voltage Surge,High,14800,4919
EQ-9014,Ventilator,18.3,20.6,202,3414,0.27,0.84,2.65,0.69,111.0,Moderate,0.35,Component Wear,Medium,4310,4125
EQ-3932,MRI Scanner,36.7,77.9,361,371,0.9,0.88,1.32,1.29,102.5,Critical,1.0,Voltage Surge,High,3087,998
EQ-5859,X-ray Machine,19.0,64.4,462,2774,0.08,0.81,5.97,1.26,126.1,Critical,0.8,Component Wear,High,11905,3270
EQ-3789,X-ray Machine,38.1,75.8,102,1520,0.65,0.35,5.32,1.03,111.8,Critical,1.0,Sensor Drift,High,11616,2195
EQ-5480,Blood Analyzer,36.0,42.1,168,1967,0.22,0.99,5.08,0.0,110.4,Moderate,0.55,Overheating,Medium,9857,2730
EQ-1367,MRI Scanner,32.1,61.7,606,2893,0.15,0.5,1.99,0.97,86.8,Critical,0.7,Sensor Drift,High,9606,3952
EQ-6468,MRI Scanner,37.8,51.4,595,2208,0.26,0.39,3.26,1.41,93.1,Critical,0.9,Pressure Leak,High,5570,3042
EQ-3045,X-ray Machine,22.9,70.6,489,383,0.39,0.83,5.16,1.14,128.5,Critical,1.0,Overheating,High,4824,1269
EQ-3362,Ventilator,29.6,58.9,656,2861,0.96,-0.04,5.03,1.42,113.3,Critical,0.7,Pressure Leak,High,13978,3426
EQ-8427,CT Scanner,21.4,46.6,40,4880,0.93,0.14,3.73,0.76,107.3,Good,0.05,Pressure Leak,Low,7558,5784
EQ-9299,X-ray Machine,35.5,23.3,575,3758,1.01,0.05,1.54,0.22,110.0,Critical,0.7,Pressure Leak,High,8888,4587
EQ-4091,CT Scanner,28.7,52.9,168,4257,1.01,0.75,2.06,1.15,94.0,Critical,0.6,Overheating,High,5146,5006
EQ-7106,Ventilator,18.0,67.1,160,489,0.12,0.29,3.2,1.03,81.7,Moderate,0.5,Component Wear,Medium,11292,1677
EQ-7979,CT Scanner,38.9,31.4,174,3228,0.98,0.31,5.98,0.62,115.1,Moderate,0.55,Overheating,Medium,1576,3728
EQ-4592,CT Scanner,26.4,70.0,419,1216,0.59,0.3,1.52,1.44,80.0,Critical,0.8,Pressure Leak,High,10757,1682
EQ-3030,Ventilator,28.1,65.4,708,1787,0.6,0.83,2.6,0.89,92.3,Critical,0.6,Voltage Surge,High,3830,2196
EQ-1828,Ventilator,29.8,44.4,192,1284,0.58,0.02,1.92,0.84,111.5,Good,0.05,Sensor Drift,Low,9452,1932
EQ-8584,MRI Scanner,37.4,61.8,227,4345,0.51,0.05,3.25,0.74,105.5,Moderate,0.4,Pressure Leak,Medium,5528,4901
EQ-2371,Ventilator,28.3,44.3,179,4266,0.9,0.18,0.31,1.11,81.4,Good,0.25,Voltage Surge,Low,7476,4898
EQ-9564,MRI Scanner,24.4,38.2,185,4739,0.54,0.59,3.18,1.18,128.6,Moderate,0.35,Voltage Surge,Medium,4646,5354
EQ-7974,Blood Analyzer,31.3,21.6,126,2552,0.68,0.82,1.48,0.38,117.4,Good,0.05,Sensor Drift,Low,7068,3038
EQ-3324,X-ray Machine,18.1,64.6,434,3309,0.14,0.6,2.25,1.3,98.4,Moderate,0.55,Component Wear,Medium,3928,3564
EQ-7244,X-ray Machine,22.8,29.9,544,4768,0.5,0.52,1.26,1.32,117.8,Moderate,0.55,Overheating,Medium,7584,5008
EQ-9477,Blood Analyzer,38.0,55.3,194,782,0.13,0.5,4.06,0.27,97.8,Moderate,0.4,Sensor Drift,Medium,1125,883
EQ-9152,Ventilator,19.2,62.9,234,3119,0.24,0.12,5.62,0.09,121.0,Critical,0.85,Voltage Surge,High,9824,3350
EQ-1297,MRI Scanner,20.8,51.3,333,189,0.33,0.36,2.85,0.41,106.4,Moderate,0.35,Voltage Surge,Medium,10910,754
EQ-9170,MRI Scanner,21.8,43.5,22,3192,0.59,0.02,0.61,0.96,84.8,Good,0.05,Overheating,Low,10597,4142
EQ-3935,Blood Analyzer,37.3,57.4,460,938,1.04,0.9,1.71,1.19,100.7,Critical,0.9,Component Wear,High,1494,1460
EQ-6130,Ventilator,22.1,64.4,605,2136,0.96,0.41,5.88,0.05,98.4,Critical,0.75,Overheating,High,2247,2808
EQ-9879,Ventilator,34.0,34.4,652,2785,0.4,0.83,5.88,0.75,88.5,Critical,0.85,Pressure Leak,High,3358,3037
EQ-4242,X-ray Machine,21.3,65.3,441,426,0.86,0.74,0.52,0.79,129.3,Moderate,0.45,Sensor Drift,Medium,1826,1517
EQ-3228,X-ray Machine,24.9,73.5,703,2083,0.96,0.24,5.4,0.72,127.2,Critical,0.85,Overheating,High,1064,3040
EQ-2349,Ventilator,22.9,32.2,541,1034,0.79,0.82,0.08,1.31,91.2,Moderate,0.55,Sensor Drift,Medium,7522,1427
EQ-2799,MRI Scanner,35.1,78.0,389,4936,0.36,0.12,3.31,0.9,125.8,Critical,1.0,Voltage Surge,High,9975,5165
EQ-6948,MRI Scanner,33.2,22.3,75,4927,0.98,0.87,0.88,1.06,128.4,Critical,0.7,Component Wear,High,3439,5646
EQ-6046,X-ray Machine,33.0,57.7,419,1475,0.45,0.67,0.66,0.44,99.5,Moderate,0.35,Voltage Surge,Medium,5381,2330
EQ-9505,X-ray Machine,39.9,24.6,84,1644,0.25,0.68,0.87,1.03,104.6,Critical,0.6,Pressure Leak,High,9435,2307
EQ-5879,MRI Scanner,33.7,53.3,144,4253,0.19,0.76,0.28,0.66,108.9,Moderate,0.4,Sensor Drift,Medium,11467,4673
EQ-1560,Ventilator,37.7,78.5,61,2968,0.79,0.47,0.47,0.25,122.3,Critical,0.95,Pressure Leak,High,1432,3120
EQ-9357,Ventilator,24.2,46.6,9,4630,0.44,1.01,1.32,0.17,101.2,Good,0.05,Overheating,Low,6709,5775
EQ-7054,MRI Scanner,22.0,68.2,146,1524,0.37,0.93,2.98,0.85,81.2,Moderate,0.3,Component Wear,Medium,7581,2538
EQ-9836,CT Scanner,37.9,77.3,61,4977,0.17,0.87,0.45,1.25,124.8,Critical,1.0,Pressure Leak,High,9725,5567
EQ-3398,Ventilator,38.0,38.6,311,2441,0.26,0.81,1.7,0.36,114.5,Critical,0.7,Component Wear,High,14275,2871
EQ-5000,Ventilator,34.9,50.1,84,3840,1.01,0.47,1.0,0.66,98.3,Moderate,0.4,Component Wear,Medium,5107,4521
EQ-9061,Blood Analyzer,34.5,36.7,652,1314,0.82,0.87,3.12,1.4,87.8,Critical,0.9,Overheating,High,11168,2370
EQ-7839,MRI Scanner,23.9,73.7,135,4608,0.04,0.7,3.63,0.95,116.3,Moderate,0.3,Sensor Drift,Medium,2353,5729
EQ-1213,X-ray Machine,38.4,69.7,51,484,0.75,0.15,2.4,0.72,109.8,Moderate,0.4,Component Wear,Medium,2698,1045
EQ-3886,Ventilator,39.8,35.2,58,2350,0.62,0.04,3.64,0.45,118.9,Moderate,0.4,Component Wear,Medium,5798,2993
EQ-3213,CT Scanner,34.9,35.2,115,3462,0.95,0.72,0.41,0.13,89.5,Moderate,0.4,Sensor Drift,Medium,2073,4385
EQ-6333,Blood Analyzer,21.8,44.1,436,717,0.56,0.52,0.93,1.39,124.9,Critical,0.65,Component Wear,High,1065,1056
EQ-7872,X-ray Machine,27.5,31.6,547,369,0.8,0.6,5.75,0.88,91.2,Moderate,0.5,Voltage Surge,Medium,3091,649
EQ-2083,CT Scanner,35.9,69.2,590,3487,-0.01,0.4,2.77,0.91,114.8,Critical,0.95,Pressure Leak,High,14796,3948
EQ-3714,CT Scanner,24.6,71.8,379,3082,0.15,0.67,1.44,1.3,123.4,Critical,0.9,Voltage Surge,High,8096,3255
EQ-2430,MRI Scanner,33.1,54.5,285,2435,0.29,0.77,5.65,0.05,116.0,Moderate,0.55,Overheating,Medium,14695,3632
EQ-8076,MRI Scanner,22.1,79.0,553,4095,0.77,0.6,3.56,1.24,94.2,Critical,0.8,Pressure Leak,High,7872,5158
EQ-7459,X-ray Machine,27.7,43.8,520,3919,0.75,0.53,1.68,0.9,119.0,Moderate,0.35,Overheating,Medium,3846,4368
EQ-4029,Blood Analyzer,19.2,72.7,489,4782,0.34,0.4,1.98,1.41,119.4,Critical,0.8,Sensor Drift,High,14338,4965
EQ-5816,X-ray Machine,34.4,48.5,66,2794,0.09,0.09,0.61,1.27,89.3,Good,0.25,Pressure Leak,Low,7369,3384
EQ-5923,MRI Scanner,27.7,47.9,329,3303,0.83,0.95,3.35,1.08,116.7,Moderate,0.55,Voltage Surge,Medium,10635,3945
EQ-6965,CT Scanner,24.8,30.0,30,3433,0.54,0.36,1.86,0.65,109.7,Good,0.05,Sensor Drift,Low,6782,4374
EQ-1292,MRI Scanner,19.3,31.3,401,3691,0.3,0.13,2.79,0.81,97.5,Moderate,0.35,Overheating,Medium,14402,4530
EQ-8549,CT Scanner,34.9,47.1,652,3007,0.59,0.55,2.74,0.7,109.7,Critical,0.7,Component Wear,High,13634,3259
EQ-7994,X-ray Machine,29.3,46.9,288,4821,0.12,0.58,0.09,1.49,101.1,Good,0.25,Component Wear,Low,3787,5662
EQ-2782,Ventilator,29.8,47.5,88,3137,0.96,0.43,4.94,0.78,120.8,Good,0.15,Overheating,Low,8085,4043
EQ-7928,Blood Analyzer,38.7,23.3,524,3550,0.78,0.15,2.96,1.38,98.6,Critical,0.9,Overheating,High,9761,3743
EQ-8246,MRI Scanner,20.1,66.3,252,3675,0.33,0.02,3.42,1.13,94.7,Moderate,0.5,Pressure Leak,Medium,1036,4734
EQ-2545,MRI Scanner,29.6,73.9,341,2235,0.56,0.57,1.06,0.49,102.7,Critical,0.6,Component Wear,High,8264,2969
EQ-5449,MRI Scanner,37.4,35.5,330,1509,0.93,0.11,0.46,0.19,124.7,Critical,0.8,Component Wear,High,8454,2296
EQ-3857,CT Scanner,26.4,68.1,486,4194,0.01,0.04,0.44,0.27,119.5,Critical,0.6,Pressure Leak,High,3357,4727
EQ-2377,Ventilator,30.9,22.0,605,3536,-0.02,0.61,3.12,0.55,127.8,Critical,0.8,Overheating,High,7290,3883
EQ-3299,Blood Analyzer,37.5,52.8,30,1102,0.29,0.23,0.77,0.66,84.4,Moderate,0.4,Overheating,Medium,12672,2173
EQ-1490,Ventilator,30.3,33.7,224,3028,0.34,0.07,5.49,0.23,82.2,Critical,0.85,Pressure Leak,High,1524,3605
EQ-4574,Blood Analyzer,27.3,20.2,416,4928,0.9,0.2,2.87,1.36,93.2,Moderate,0.55,Pressure Leak,Medium,3708,5723
EQ-2837,CT Scanner,37.3,58.4,611,261,0.56,0.14,2.39,0.22,126.5,Critical,1.0,Component Wear,High,1882,1382
EQ-6401,Ventilator,39.8,23.2,383,198,0.13,0.82,5.27,0.78,109.8,Critical,0.85,Pressure Leak,High,12321,1145
EQ-7885,MRI Scanner,24.2,28.4,520,2459,0.88,0.51,2.83,0.09,102.9,Moderate,0.35,Voltage Surge,Medium,1212,3143
EQ-6675,Blood Analyzer,38.8,51.4,286,4765,0.72,0.71,5.34,0.66,117.3,Moderate,0.55,Sensor Drift,Medium,14146,5411
EQ-2161,Ventilator,23.0,50.1,74,2720,0.31,0.81,4.86,0.9,100.8,Good,0.05,Sensor Drift,Low,7646,3150
EQ-3251,Blood Analyzer,22.6,62.7,427,1166,0.75,0.71,5.45,0.07,99.8,Moderate,0.5,Sensor Drift,Medium,10107,1416
EQ-7645,MRI Scanner,20.7,49.0,624,2139,0.95,0.78,1.11,0.17,86.5,Moderate,0.35,Component Wear,Medium,5717,2939
EQ-8607,CT Scanner,23.2,38.4,67,601,0.72,0.83,2.31,1.0,82.9,Good,0.05,Voltage Surge,Low,13453,879
